Category,City,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Ship Date,Ship Mode,State,Sub-Category,Sales,Year,Month,Time Delivery,Price per unit
Office Supplies,Philadelphia,MJ-17740,Max Jones,0.2,2018-12-08,US-2018-131961,19140.0,OFF-AR-10004441,BIC Brite Liner Highlighters,3.6432,4,2018-12-11,First Class,Pennsylvania,Art,13.24,2018,12,3,4.14
Office Supplies,New York City,LC-16885,Lena Creighton,0.2,2016-06-16,US-2016-163825,10009.0,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1143.891,3,2016-06-19,First Class,New York,Binders,3050.37,2016,6,3,1270.99
Office Supplies,Toledo,JD-16015,Joy Daniels,0.2,2018-09-09,CA-2018-152198,43615.0,OFF-LA-10000443,Avery 501,5.9778,6,2018-09-10,First Class,Ohio,Labels,17.71,2018,9,1,3.69
Office Supplies,New York City,LC-16960,Lindsay Castell,0.2,2016-02-23,CA-2016-132276,10024.0,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,3.8136,2,2016-02-28,Standard Class,New York,Binders,10.89,2016,2,5,6.81
Furniture,New York City,BP-11095,Bart Pistole,0.2,2018-12-13,CA-2018-135377,10024.0,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",7.1994,3,2018-12-18,Standard Class,New York,Bookcases,287.97,2018,12,5,119.99
Office Supplies,Philadelphia,JF-15190,Jamie Frazer,0.2,2018-10-26,US-2018-110646,19134.0,OFF-LA-10001404,Avery 517,4.9815,5,2018-10-31,Standard Class,Pennsylvania,Labels,14.76,2018,10,5,3.69
Office Supplies,Reading,TB-21055,Ted Butterfield,0.2,2018-03-21,CA-2018-117156,19601.0,OFF-EN-10003845,Colored Envelopes,2.8782,3,2018-03-23,Second Class,Pennsylvania,Envelopes,8.85,2018,3,2,3.69
Office Supplies,Philadelphia,AG-10900,Arthur Gainer,0.2,2016-12-19,CA-2016-115399,19134.0,OFF-LA-10003190,Avery 474,2.5056,3,2016-12-22,First Class,Pennsylvania,Labels,6.91,2016,12,3,2.88
Office Supplies,Rochester,SW-20455,Shaun Weien,0.2,2016-06-22,CA-2016-153423,14609.0,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,456.588,2,2016-06-27,Standard Class,New York,Binders,1217.56,2016,6,5,760.97
Office Supplies,Columbus,BP-11290,Beth Paige,0.2,2018-12-18,CA-2018-156664,43229.0,OFF-FA-10002988,Ideal Clamps,1.7487,3,2018-12-23,Standard Class,Ohio,Fasteners,4.82,2018,12,5,2.01
Office Supplies,Columbus,BP-11290,Beth Paige,0.2,2018-12-18,CA-2018-156664,43229.0,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",29.692,5,2018-12-23,Standard Class,Ohio,Paper,91.35,2018,12,5,22.84
Office Supplies,Columbus,BP-11290,Beth Paige,0.2,2018-12-18,CA-2018-156664,43229.0,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,13.0112,2,2018-12-23,Standard Class,Ohio,Appliances,130.11,2018,12,5,81.32
Office Supplies,Philadelphia,FO-14305,Frank Olsen,0.2,2016-09-22,US-2016-115343,19143.0,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",6.255,5,2016-09-25,First Class,Pennsylvania,Supplies,55.6,2016,9,3,13.9
Technology,Philadelphia,FO-14305,Frank Olsen,0.2,2016-09-22,US-2016-115343,19143.0,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,-7.7247,3,2016-09-25,First Class,Pennsylvania,Accessories,617.97,2016,9,3,257.49
Office Supplies,Philadelphia,BP-11185,Ben Peterman,0.2,2018-08-27,CA-2018-130036,19120.0,OFF-PA-10000528,Xerox 1981,3.96,3,2018-08-27,Same Day,Pennsylvania,Paper,12.67,2018,8,0,5.28
Technology,Philadelphia,BP-11185,Ben Peterman,0.2,2018-08-27,CA-2018-130036,19120.0,TEC-AC-10001908,Logitech Wireless Headset h800,209.979,14,2018-08-27,Same Day,Pennsylvania,Accessories,1119.88,2018,8,0,99.99
Office Supplies,Lakewood,ES-14080,Erin Smith,0.2,2018-12-02,CA-2018-157469,44107.0,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,1.7262,9,2018-12-07,Standard Class,Ohio,Art,19.72,2018,12,5,2.74
Technology,Philadelphia,RD-19900,Ruben Dartt,0.2,2015-11-19,US-2015-149034,19120.0,TEC-AC-10003023,Logitech G105 Gaming Keyboard,-1.1874,1,2015-11-21,First Class,Pennsylvania,Accessories,47.49,2015,11,2,59.36
Office Supplies,Fairfield,CS-11860,Cari Schnelling,0.2,2018-07-12,CA-2018-106047,45014.0,OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",1.1925,1,2018-07-18,Standard Class,Ohio,Paper,3.81,2018,7,6,4.76
Office Supplies,New Rochelle,JL-15130,Jack Lebron,0.2,2015-07-18,CA-2015-138198,10801.0,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",4.5188,2,2015-07-23,Standard Class,New York,Binders,13.9,2015,7,5,8.69
Furniture,Philadelphia,KE-16420,Katrina Edelman,0.2,2018-12-04,CA-2018-147550,19134.0,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,2.6961,3,2018-12-05,First Class,Pennsylvania,Furnishings,11.35,2018,12,1,4.73
Office Supplies,Lakewood,CB-12415,Christy Brittain,0.2,2016-11-05,US-2016-136259,44107.0,OFF-SU-10004661,Acme Titanium Bonded Scissors,2.04,4,2016-11-08,First Class,Ohio,Supplies,27.19,2016,11,3,8.5
Office Supplies,Springfield,TS-21610,Troy Staebel,0.2,2017-09-17,CA-2017-131093,45503.0,OFF-ST-10002790,Safco Industrial Shelving,-62.7725,5,2017-09-20,Second Class,Ohio,Storage,295.39,2017,9,3,73.85
Office Supplies,Troy,DW-13585,Dorothy Wardle,0.2,2016-06-28,CA-2016-162950,45373.0,OFF-PA-10003177,Xerox 1999,5.4432,3,2016-07-03,Second Class,Ohio,Paper,15.55,2016,6,5,6.48
Furniture,Philadelphia,NS-18505,Neola Schneider,0.2,2018-01-19,CA-2018-153045,19140.0,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,6.3936,2,2018-01-24,Second Class,Pennsylvania,Furnishings,31.96,2018,1,5,19.97
Office Supplies,Philadelphia,NS-18505,Neola Schneider,0.2,2018-01-19,CA-2018-153045,19140.0,OFF-PA-10003673,Strathmore Photo Mount Cards,7.0512,4,2018-01-24,Second Class,Pennsylvania,Paper,21.69,2018,1,5,6.78
Office Supplies,Cleveland,DC-12850,Dan Campbell,0.2,2017-03-24,CA-2017-130911,44105.0,OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",1.6324,2,2017-03-26,Second Class,Ohio,Art,18.65,2017,3,2,11.66
Furniture,Philadelphia,KM-16660,Khloe Miller,0.2,2017-08-01,CA-2017-132990,19140.0,FUR-FU-10004864,Eldon 500 Class Desk Accessories,3.1382,2,2017-08-03,Second Class,Pennsylvania,Furnishings,19.31,2017,8,2,12.07
Office Supplies,Allentown,SM-20320,Sean Miller,0.2,2016-08-21,US-2016-130512,18103.0,OFF-SU-10001935,Staple remover,-0.6976,2,2016-08-25,Standard Class,Pennsylvania,Supplies,3.48,2016,8,4,2.17
Technology,Allentown,SM-20320,Sean Miller,0.2,2016-08-21,US-2016-130512,18103.0,TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,3.8024,4,2016-08-25,Standard Class,Pennsylvania,Accessories,21.72,2016,8,4,6.79
Office Supplies,Allentown,SM-20320,Sean Miller,0.2,2016-08-21,US-2016-130512,18103.0,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",-165.768,6,2016-08-25,Standard Class,Pennsylvania,Storage,663.07,2016,8,4,138.14
Office Supplies,Allentown,SM-20320,Sean Miller,0.2,2016-08-21,US-2016-130512,18103.0,OFF-PA-10003625,Xerox 1979,15.49,2,2016-08-25,Standard Class,Pennsylvania,Paper,49.56,2016,8,4,30.98
Office Supplies,New York City,EH-13765,Edward Hooks,0.2,2017-10-30,CA-2017-153836,10011.0,OFF-BI-10004817,GBC Personal VeloBind Strips,10.0632,3,2017-11-03,Standard Class,New York,Binders,28.75,2017,10,4,11.98
Office Supplies,Philadelphia,BF-10975,Barbara Fisher,0.2,2018-09-30,US-2018-120908,19120.0,OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,6.9741,7,2018-10-02,First Class,Pennsylvania,Labels,20.66,2018,9,2,3.69
Office Supplies,Philadelphia,JW-15955,Joni Wasserman,0.2,2016-08-16,US-2016-164238,19120.0,OFF-ST-10002352,Iris Project Case,3.3516,7,2016-08-20,Standard Class,Pennsylvania,Storage,44.68,2016,8,4,7.98
Furniture,Columbus,MM-17260,Magdelene Morse,0.2,2018-02-11,CA-2018-138156,43229.0,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-3.6892,2,2018-02-14,First Class,Ohio,Furnishings,147.56,2018,2,3,92.22
Office Supplies,New York City,SW-20275,Scott Williamson,0.2,2017-11-10,CA-2017-127761,10009.0,OFF-BI-10002557,Presstex Flexible Ring Binders,1.365,1,2017-11-14,Standard Class,New York,Binders,3.64,2017,11,4,4.55
Office Supplies,New York City,PK-19075,Pete Kriz,0.2,2018-08-21,US-2018-102183,10035.0,OFF-BI-10003476,Avery Metallic Poly Binders,11.2308,7,2018-08-28,Standard Class,New York,Binders,32.08,2018,8,7,5.73
Office Supplies,New York City,PK-19075,Pete Kriz,0.2,2018-08-21,US-2018-102183,10035.0,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,1453.1238,6,2018-08-28,Standard Class,New York,Binders,4305.55,2018,8,7,896.99
Office Supplies,Philadelphia,SC-20305,Sean Christensen,0.2,2018-12-01,CA-2018-122539,19140.0,OFF-LA-10004853,Avery 483,5.1792,4,2018-12-05,Standard Class,Pennsylvania,Labels,15.93,2018,12,4,4.98
Office Supplies,Cleveland,AM-10360,Alice McCarthy,0.2,2018-05-28,CA-2018-161340,44105.0,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),5.0286,3,2018-06-01,Standard Class,Ohio,Paper,13.87,2018,5,4,5.78
Office Supplies,New York City,KD-16615,Ken Dana,0.2,2017-08-26,US-2017-102141,10024.0,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,45.84,8,2017-08-31,Standard Class,New York,Binders,146.68,2017,8,5,22.92
Office Supplies,Philadelphia,JH-16180,Justin Hirsh,0.2,2017-04-05,CA-2017-161907,19140.0,OFF-SU-10000646,Premier Automatic Letter Opener,-163.4516,4,2017-04-09,Standard Class,Pennsylvania,Supplies,769.18,2017,4,4,240.37
Furniture,Troy,CK-12325,Christine Kargatis,0.2,2018-02-17,CA-2018-109085,45373.0,FUR-FU-10004973,Flat Face Poster Frame,8.2896,2,2018-02-20,First Class,Ohio,Furnishings,30.14,2018,2,3,18.84
Office Supplies,New York City,JD-15895,Jonathan Doherty,0.2,2017-01-25,CA-2017-168046,10024.0,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",15.092,5,2017-01-28,Second Class,New York,Binders,43.11,2017,1,3,10.78
Office Supplies,Long Beach,RD-19480,Rick Duston,0.2,2015-06-08,CA-2015-108147,11561.0,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",25.68,2,2015-06-13,Standard Class,New York,Binders,68.48,2015,6,5,42.8
Furniture,Columbus,VP-21760,Victoria Pisteka,0.2,2016-05-29,CA-2016-111339,43229.0,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",-4.1568,4,2016-05-31,First Class,Ohio,Furnishings,41.56,2016,5,2,12.99
Office Supplies,Columbus,VP-21760,Victoria Pisteka,0.2,2016-05-29,CA-2016-111339,43229.0,OFF-FA-10002988,Ideal Clamps,2.9145,5,2016-05-31,First Class,Ohio,Fasteners,8.03,2016,5,2,2.01
Furniture,New York City,MW-18220,Mitch Webber,0.2,2015-09-20,CA-2015-125997,10011.0,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,-10.0196,2,2015-09-23,First Class,New York,Bookcases,801.56,2015,9,3,500.98
Office Supplies,Philadelphia,DP-13105,Dave Poirier,0.2,2018-04-13,CA-2018-141663,19134.0,OFF-FA-10004076,Translucent Push Pins by OIC,1.683,5,2018-04-17,Standard Class,Pennsylvania,Fasteners,7.91,2018,4,4,1.98
Furniture,Philadelphia,WB-21850,William Brown,0.2,2018-12-10,US-2018-110149,19143.0,FUR-FU-10001475,"Contract Clock, 14"", Brown",15.386,5,2018-12-13,First Class,Pennsylvania,Furnishings,87.92,2018,12,3,21.98
Office Supplies,Philadelphia,PP-18955,Paul Prost,0.2,2016-06-19,CA-2016-111864,19134.0,OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,1.9926,2,2016-06-19,Same Day,Pennsylvania,Labels,5.9,2016,6,0,3.69
Office Supplies,Kent,RE-19405,Ricardo Emerson,0.2,2015-12-29,CA-2015-165477,44240.0,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,6.045,5,2015-12-31,Second Class,Ohio,Appliances,48.35,2015,12,2,12.09
Office Supplies,Columbus,JS-16030,Joy Smith,0.2,2015-02-27,CA-2015-156545,43229.0,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,3.4048,4,2015-03-03,First Class,Ohio,Art,19.45,2015,2,4,6.08
Office Supplies,New York City,CD-12280,Christina DeMoss,0.2,2018-11-05,CA-2018-102925,10024.0,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,55.5822,6,2018-11-10,Second Class,New York,Binders,164.68,2018,11,5,34.31
Office Supplies,New York City,CD-12280,Christina DeMoss,0.2,2018-11-05,CA-2018-102925,10024.0,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,3.7128,1,2018-11-10,Second Class,New York,Binders,11.42,2018,11,5,14.27
Technology,Philadelphia,BC-11125,Becky Castell,0.2,2016-06-20,CA-2016-158351,19134.0,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,91.9954,2,2016-06-24,Second Class,Pennsylvania,Accessories,319.98,2016,6,4,199.99
Office Supplies,Bowling Green,MS-17710,Maurice Satty,0.2,2016-08-24,CA-2016-123939,43402.0,OFF-LA-10003190,Avery 474,2.5056,3,2016-08-26,Second Class,Ohio,Labels,6.91,2016,8,2,2.88
Office Supplies,Bowling Green,MS-17710,Maurice Satty,0.2,2016-08-24,CA-2016-123939,43402.0,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,48.9942,3,2016-08-26,Second Class,Ohio,Storage,435.5,2016,8,2,181.46
Office Supplies,New York City,BW-11200,Ben Wallace,0.2,2017-10-27,CA-2017-116596,10011.0,OFF-BI-10002949,Prestige Round Ring Binders,3.2832,2,2017-10-31,Standard Class,New York,Binders,9.72,2017,10,4,6.08
Office Supplies,Philadelphia,SC-20770,Stewart Carmichael,0.2,2017-06-18,CA-2017-131744,19134.0,OFF-PA-10004610,Xerox 1900,2.14,2,2017-06-20,Second Class,Pennsylvania,Paper,6.84,2017,6,2,4.27
Office Supplies,Philadelphia,SC-20770,Stewart Carmichael,0.2,2017-06-18,CA-2017-131744,19134.0,OFF-AP-10001394,Harmony Air Purifier,90.72,3,2017-06-20,Second Class,Pennsylvania,Appliances,453.6,2017,6,2,189.0
Office Supplies,Philadelphia,SC-20020,Sam Craven,0.2,2016-11-10,CA-2016-147690,19140.0,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,43.3188,6,2016-11-14,Standard Class,Pennsylvania,Storage,577.58,2016,11,4,120.33
Furniture,Columbus,EB-14110,Eugene Barchas,0.2,2016-11-28,CA-2016-111612,43229.0,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",9.779,5,2016-12-02,Standard Class,Ohio,Furnishings,71.12,2016,11,4,17.78
Office Supplies,Columbus,EB-14110,Eugene Barchas,0.2,2016-11-28,CA-2016-111612,43229.0,OFF-FA-10003021,Staples,0.564,2,2016-12-02,Standard Class,Ohio,Fasteners,3.0,2016,11,4,1.88
Technology,Newark,SM-20905,Susan MacKendrick,0.2,2017-05-03,CA-2017-129280,43055.0,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,34.7865,5,2017-05-05,First Class,Ohio,Accessories,132.52,2017,5,2,33.13
Office Supplies,Newark,SM-20905,Susan MacKendrick,0.2,2017-05-03,CA-2017-129280,43055.0,OFF-ST-10002554,Tennsco Industrial Shelving,-44.019,5,2017-05-05,First Class,Ohio,Storage,195.63,2017,5,2,48.91
Furniture,Newark,SM-20905,Susan MacKendrick,0.2,2017-05-03,CA-2017-129280,43055.0,FUR-FU-10001876,"Computer Room Manger, 14""",10.3936,2,2017-05-05,First Class,Ohio,Furnishings,51.96,2017,5,2,32.48
Technology,Newark,SM-20905,Susan MacKendrick,0.2,2017-05-03,CA-2017-129280,43055.0,TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),-75.5958,3,2017-05-05,First Class,Ohio,Accessories,431.97,2017,5,2,179.99
Office Supplies,Columbus,MB-17305,Maria Bertelson,0.2,2016-09-24,CA-2016-113131,43229.0,OFF-ST-10001172,"Tennsco Lockers, Sand",1.6784,2,2016-09-24,Same Day,Ohio,Storage,33.56,2016,9,0,20.98
Office Supplies,Columbus,MB-17305,Maria Bertelson,0.2,2016-09-24,CA-2016-113131,43229.0,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,5.544,2,2016-09-24,Same Day,Ohio,Envelopes,15.84,2016,9,0,9.9
Office Supplies,Columbus,MB-17305,Maria Bertelson,0.2,2016-09-24,CA-2016-113131,43229.0,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",7.9378,1,2016-09-24,Same Day,Ohio,Labels,24.42,2016,9,0,30.52
Office Supplies,Columbus,MB-17305,Maria Bertelson,0.2,2016-09-24,CA-2016-113131,43229.0,OFF-AR-10003504,Newell 347,1.926,5,2016-09-24,Same Day,Ohio,Art,17.12,2016,9,0,4.28
Office Supplies,Philadelphia,RS-19870,Roy Skaria,0.2,2017-06-07,CA-2017-107475,19120.0,OFF-FA-10002988,Ideal Clamps,3.4974,6,2017-06-11,Standard Class,Pennsylvania,Fasteners,9.64,2017,6,4,2.01
Furniture,New York City,SB-20185,Sarah Brown,0.2,2018-06-25,CA-2018-116127,10024.0,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,-5.0098,1,2018-06-27,Second Class,New York,Bookcases,400.78,2018,6,2,500.98
Technology,Lancaster,HG-14965,Henry Goldwyn,0.2,2018-11-04,US-2018-122672,43130.0,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,-6.188,4,2018-11-09,Standard Class,Ohio,Accessories,70.71,2018,11,5,22.1
Office Supplies,Lancaster,HG-14965,Henry Goldwyn,0.2,2018-11-04,US-2018-122672,43130.0,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",-43.7292,3,2018-11-09,Standard Class,Ohio,Storage,194.35,2018,11,5,80.98
Office Supplies,Bowling Green,BS-11380,Bill Stewart,0.2,2018-11-16,CA-2018-160633,43402.0,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,5.397,3,2018-11-21,Standard Class,Ohio,Art,86.35,2018,11,5,35.98
Technology,Bowling Green,BS-11380,Bill Stewart,0.2,2018-11-16,CA-2018-160633,43402.0,TEC-AC-10002335,Logitech Media Keyboard K200,-1.7495,5,2018-11-21,Standard Class,Ohio,Accessories,139.96,2018,11,5,34.99
Office Supplies,Lancaster,DA-13450,Dianna Arnett,0.2,2015-09-26,CA-2015-115133,43130.0,OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,1.2528,6,2015-09-30,Standard Class,Ohio,Appliances,16.7,2015,9,4,3.48
Technology,Lancaster,DA-13450,Dianna Arnett,0.2,2015-09-26,CA-2015-115133,43130.0,TEC-AC-10002370,Maxell CD-R Discs,0.4728,2,2015-09-30,Standard Class,Ohio,Accessories,3.15,2015,9,4,1.97
Office Supplies,Lancaster,DA-13450,Dianna Arnett,0.2,2015-09-26,CA-2015-115133,43130.0,OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",11.1024,4,2015-09-30,Standard Class,Ohio,Paper,32.89,2015,9,4,10.28
Office Supplies,Newark,MM-17920,Michael Moore,0.2,2015-01-13,CA-2015-118192,43055.0,OFF-PA-10002947,Xerox 1923,13.0928,7,2015-01-18,Standard Class,Ohio,Paper,37.4,2015,1,5,6.68
Office Supplies,New York City,NM-18520,Neoma Murray,0.2,2017-05-31,CA-2017-168844,10011.0,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,2.3244,3,2017-06-06,Standard Class,New York,Binders,7.15,2017,5,6,2.98
Office Supplies,New York City,AS-10090,Adam Shillingsburg,0.2,2015-09-22,CA-2015-156160,10035.0,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,1.3944,1,2015-09-29,Standard Class,New York,Binders,3.98,2015,9,7,4.97
Office Supplies,Philadelphia,FM-14290,Frank Merwin,0.2,2017-12-23,CA-2017-114867,19143.0,OFF-PA-10000477,Xerox 1952,2.6892,2,2017-12-28,Standard Class,Pennsylvania,Paper,7.96,2017,12,5,4.97
Office Supplies,Springfield,SC-20695,Steve Chapman,0.2,2017-12-11,US-2017-151260,45503.0,OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,9.192,4,2017-12-14,First Class,Ohio,Appliances,73.53,2017,12,3,22.98
Furniture,Philadelphia,BT-11485,Brad Thomas,0.2,2017-03-11,CA-2017-122511,19140.0,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",9.48,4,2017-03-11,Same Day,Pennsylvania,Furnishings,30.33,2017,3,0,9.48
Furniture,Philadelphia,MD-17350,Maribeth Dona,0.2,2015-11-05,CA-2015-114251,19143.0,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,-34.196,2,2015-11-10,Standard Class,Pennsylvania,Furnishings,273.56,2015,11,5,170.98
Office Supplies,Philadelphia,MD-17350,Maribeth Dona,0.2,2015-11-05,CA-2015-114251,19143.0,OFF-ST-10003716,Tennsco Double-Tier Lockers,-94.5084,6,2015-11-10,Standard Class,Pennsylvania,Storage,1080.09,2015,11,5,225.02
Technology,Philadelphia,MD-17350,Maribeth Dona,0.2,2015-11-05,CA-2015-114251,19143.0,TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,-6.445,5,2015-11-10,Standard Class,Pennsylvania,Accessories,51.56,2015,11,5,12.89
Technology,Philadelphia,MD-17350,Maribeth Dona,0.2,2015-11-05,CA-2015-114251,19143.0,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,16.7946,2,2015-11-10,Standard Class,Pennsylvania,Accessories,58.41,2015,11,5,36.51
Office Supplies,Philadelphia,DB-13270,Deborah Brumfield,0.2,2017-08-12,US-2017-144477,19134.0,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,2.7984,4,2017-08-14,Second Class,Pennsylvania,Art,37.31,2017,8,2,11.66
Office Supplies,Lancaster,DK-13375,Dennis Kane,0.2,2018-11-12,CA-2018-166835,17602.0,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",-55.256,2,2018-11-14,Second Class,Pennsylvania,Storage,221.02,2018,11,2,138.14
Office Supplies,New York City,TW-21025,Tamara Willingham,0.2,2015-12-22,CA-2015-101364,10011.0,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',100.1403,13,2015-12-26,Standard Class,New York,Binders,296.71,2015,12,4,28.53
Office Supplies,Philadelphia,AD-10180,Alan Dominguez,0.2,2015-11-19,CA-2015-128062,19134.0,OFF-PA-10001583,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",1.9845,1,2015-11-22,Second Class,Pennsylvania,Paper,5.87,2015,11,3,7.34
Office Supplies,Philadelphia,FM-14215,Filia McAdams,0.2,2017-07-03,CA-2017-104983,19143.0,OFF-PA-10000167,Xerox 1925,38.725,5,2017-07-03,Same Day,Pennsylvania,Paper,123.92,2017,7,0,30.98
Office Supplies,Long Beach,CL-12565,Clay Ludtke,0.2,2017-09-14,CA-2017-153178,11561.0,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,252.588,2,2017-09-18,Standard Class,New York,Binders,673.56,2017,9,4,420.98
Office Supplies,Toledo,CS-12490,Cindy Schnelling,0.2,2016-01-12,CA-2016-128608,43615.0,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",1.5552,2,2016-01-17,Standard Class,Ohio,Art,10.36,2016,1,5,6.48
Technology,Toledo,CS-12490,Cindy Schnelling,0.2,2016-01-12,CA-2016-128608,43615.0,TEC-AC-10000487,SanDisk Cruzer 4 GB USB Flash Drive,2.2066,2,2016-01-17,Standard Class,Ohio,Accessories,10.38,2016,1,5,6.49
Office Supplies,New York City,PJ-19015,Pauline Johnson,0.2,2016-07-18,CA-2016-122973,10024.0,OFF-BI-10004182,Economy Binders,1.2064,2,2016-07-20,Second Class,New York,Binders,3.32,2016,7,2,2.07
Office Supplies,New York City,JS-15685,Jim Sink,0.2,2018-06-19,CA-2018-169999,10035.0,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,3.7596,3,2018-06-26,Standard Class,New York,Binders,11.56,2018,6,7,4.82
Technology,Springfield,CY-12745,Craig Yedwab,0.2,2018-09-14,CA-2018-130302,45503.0,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,190.3881,7,2018-09-19,Standard Class,Ohio,Accessories,895.94,2018,9,5,159.99
Office Supplies,New York City,EH-13765,Edward Hooks,0.2,2017-05-02,CA-2017-158155,10009.0,OFF-BI-10001670,Vinyl Sectional Post Binders,33.93,3,2017-05-06,Standard Class,New York,Binders,90.48,2017,5,4,37.7
Furniture,Mason,EA-14035,Erin Ashbrook,0.2,2015-11-01,CA-2015-114195,45040.0,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",16.3172,2,2015-11-03,First Class,Ohio,Furnishings,68.7,2015,11,2,42.94
Office Supplies,Parma,NP-18685,Nora Pelletier,0.2,2017-09-22,CA-2017-166653,44134.0,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",19.99,2,2017-09-24,Second Class,Ohio,Envelopes,63.96,2017,9,2,39.98
Office Supplies,Cleveland,BE-11455,Brad Eason,0.2,2018-04-20,US-2018-166324,44105.0,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,-21.2136,4,2018-04-21,First Class,Ohio,Storage,848.54,2018,4,1,265.17
Office Supplies,Cleveland,CC-12100,Chad Cunningham,0.2,2016-05-29,CA-2016-104297,44105.0,OFF-PA-10000474,Easy-staple paper,28.7064,3,2016-05-31,First Class,Ohio,Paper,85.05,2016,5,2,35.44
Furniture,Fairfield,LP-17095,Liz Preis,0.2,2017-06-06,CA-2017-112830,45014.0,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,34.974,3,2017-06-10,Standard Class,Ohio,Furnishings,466.31,2017,6,4,194.3
